Date,Open,High,Low,Close,Volume,Symbol,Daily_Return,MA_7,MA_20,MA_50,MA_200,EMA_20,Volatility_20,BB_Upper,BB_Lower,BB_Width,Price_Range,Vol_MA_20,Vol_Ratio,RSI,Momentum_10,Momentum_30,Year,Month,Quarter,DayOfWeek,Golden_Cross,Death_Cross,Next_Day_Return,Price_Up
2017-09-15,215.41,218.27,210.47,215.81,18100611,NFLX,-0.23576183431952558,215.54571428571427,202.5505,184.5498,,203.43490751666198,2.173761698823441,224.48013145585008,180.62086854414991,43.85926291170017,7.800000000000011,14448425.05,1.252773983140813,73.6629021947582,21.390000000000015,43.21000000000001,2017,9,3,4,0,0,1.8303137018673699,1
2017-09-18,217.34,220.85,213.49,219.76,3842329,NFLX,1.8303137018673699,217.6142857142857,204.1465,185.5386,,204.98967822936083,2.184989367141515,226.21405300864618,182.07894699135383,44.135106017292344,7.359999999999985,13871691.35,0.2769906641557448,80.41753653444681,21.289999999999992,49.41,2017,9,3,0,0,0,1.3014197306152164,1
2017-09-19,223.9,224.75,222.21,222.62,12582190,NFLX,1.3014197306152164,218.25571428571428,205.69,186.63379999999998,,206.66875649323123,2.167993358688809,228.41531350023897,182.96468649976103,45.45062700047794,2.539999999999992,13393232.5,0.9394438571868292,81.45512060102811,23.569999999999993,44.80000000000001,2017,9,3,1,0,0,0.09433114724644032,1
2017-09-20,225.06,228.24,222.31,222.83,10743343,NFLX,0.09433114724644032,218.41714285714286,206.81750000000002,187.74739999999997,,208.20792254149492,1.9906389528140096,230.62451256706424,183.0104874329358,47.61402513412844,5.930000000000007,12932665.05,0.8307137746523482,80.79836233367456,16.880000000000024,42.670000000000016,2017,9,3,2,0,0,-1.615581384912279,0
2017-09-21,218.08,224.2,214.38,219.23,17116198,NFLX,-1.615581384912279,218.5814285714286,207.79250000000002,188.7196,,209.2576442042097,2.0419170055399958,231.9716592514131,183.61334074858695,48.35831850282614,9.819999999999993,13578514.1,1.2605354219133595,74.43372070120151,13.949999999999989,43.31,2017,9,3,3,0,0,-3.0835195912968127,0
2017-09-22,214.3,216.28,210.07,212.47,44084029,NFLX,-3.0835195912968127,218.43428571428572,208.56900000000002,189.6396,,209.5635828514278,2.1554593874813235,232.27351424917634,184.8644857508237,47.409028498352654,6.210000000000008,14660060.9,3.007083619959587,63.0890052356021,-5.659999999999997,33.53,2017,9,3,4,0,0,-0.7295147550242409,0
2017-09-25,209.86,214.84,209.2,210.92,12980178,NFLX,-0.7295147550242409,217.66285714285712,209.435,190.50260000000003,,209.69276543700613,2.1164316943238317,232.0786983216996,186.7913016783004,45.28739664339918,5.640000000000015,14743767.7,0.8803840554270264,60.89990817263543,-10.780000000000001,35.339999999999975,2017,9,3,0,0,0,2.138251469751573,1
2017-09-26,217.56,221.21,210.08,215.43,3174588,NFLX,2.138251469751573,217.60857142857142,210.6755,191.34959999999998,,210.23916872871985,2.094114790693678,231.63490987015598,189.71609012984402,41.91881974031196,11.129999999999995,14077137.7,0.2255137420443078,59.104878985785646,-2.6500000000000057,36.33000000000001,2017,9,3,1,0,0,0.7287750081232947,1
2017-09-27,218.32,223.42,215.79,217.0,6773618,NFLX,0.7287750081232947,217.21428571428572,211.9855,192.341,,210.8830574212227,2.090309981244711,230.8885874392722,193.08241256072782,37.80617487854437,7.6299999999999955,14118323.2,0.47977496364440786,61.06495468277945,3.5,32.84,2017,9,3,2,0,0,-2.497695852534554,0
2017-09-28,213.13,217.54,211.11,211.58,19218864,NFLX,-2.497695852534554,215.63714285714286,212.9275,193.20100000000002,,210.94943290491577,2.2038975872524067,229.53016164457188,196.32483835542814,33.205323289143735,6.429999999999978,14309142.0,1.34311784731747,42.8069404788052,-4.739999999999981,30.26000000000002,2017,9,3,3,0,0,0.6333301824368975,1
2017-09-29,210.46,216.03,205.66,212.92,4530332,NFLX,0.6333301824368975,214.22142857142856,213.85250000000002,194.05900000000003,,211.13710596159046,2.202370282123948,227.99232635938682,199.71267364061322,28.279652718773605,10.370000000000005,14289086.55,0.3170483980307334,39.86143187066974,-2.890000000000015,27.25999999999999,2017,9,3,4,0,0,1.1037009205335346,1
2017-10-02,217.66,221.31,210.72,215.27,15707658,NFLX,1.1037009205335346,213.65571428571428,214.69250000000002,194.8958,,211.53071491762947,2.17553250780978,226.84041101816229,202.54458898183776,24.295822036324523,10.590000000000003,14072357.0,1.1162066169867635,46.657149655008325,-4.489999999999981,27.430000000000007,2017,10,4,0,0,0,-1.7001904584939775,0
2017-10-03,212.76,217.56,211.2,211.61,7739023,NFLX,-1.7001904584939775,213.53285714285715,215.32049999999998,195.74439999999998,,211.53826587785522,2.227144514770134,225.1387654165284,205.50223458347156,19.636530833056838,6.360000000000014,13653469.7,0.5668173123788454,47.701289224033104,-11.009999999999991,19.860000000000014,2017,10,4,1,0,0,0.5907093237559558,1
2017-10-04,211.86,215.11,209.3,212.86,10527837,NFLX,0.5907093237559558,213.81,215.66600000000003,196.7072,,211.6641453180595,2.1033606117995873,224.5364415127717,206.79555848722836,17.740883025543326,5.810000000000002,13344027.55,0.7889549808371011,45.6246838644411,-9.969999999999999,12.580000000000013,2017,10,4,2,0,0,0.38053180494219685,1
2017-10-05,215.35,217.26,208.4,213.67,17330983,NFLX,0.38053180494219685,213.55857142857144,216.0855,197.63920000000002,,211.85517909729194,2.1002512395613513,223.5737067981964,208.59729320180358,14.976413596392831,8.859999999999985,13444904.05,1.2890373137322613,47.31425702811243,-5.560000000000002,13.939999999999998,2017,10,4,3,0,0,-2.2745354986661637,0
2017-10-06,207.72,209.08,203.81,208.81,20810506,NFLX,-2.2745354986661637,212.38857142857142,215.61949999999996,198.44279999999998,162.3158,211.565162040407,1.6211186567610125,223.7079283165212,207.53107168347873,16.176856633042462,5.27000000000001,14010429.45,1.4853581807943796,36.564417177914116,-3.6599999999999966,11.870000000000005,2017,10,4,4,0,0,1.0392222594703293,1
2017-10-09,212.87,217.3,207.99,210.98,7625535,NFLX,1.0392222594703293,212.30285714285716,215.08350000000002,199.2618,162.6707,211.509432322273,1.5906047414015878,222.89124588401788,207.27575411598215,15.615491768035724,9.310000000000002,13764443.35,0.5540024253868574,35.47179231153267,0.060000000000002274,17.379999999999995,2017,10,4,0,0,0,1.4835529434069628,1
2017-10-10,212.12,218.44,210.35,214.11,16338310,NFLX,1.4835529434069628,212.47285714285712,214.885,200.108,163.04045,211.75710543443748,1.5991269026006125,222.57292491336958,207.1970750866304,15.37584982673917,8.090000000000003,13671393.9,1.1950727277340754,39.855746859004185,-1.3199999999999932,23.49000000000001,2017,10,4,1,0,0,2.6388305076829655,1
2017-10-11,220.83,221.61,218.13,219.76,9847129,NFLX,2.6388305076829655,213.1142857142857,215.198,201.1094,163.4255,212.51928586925294,1.6346780368974643,223.15357295564286,207.24242704435716,15.9111459112857,3.480000000000018,13409215.7,0.7343553284775635,50.58849655785033,2.759999999999991,28.95999999999998,2017,10,4,2,0,0,2.5709865307608437,1
2017-10-12,225.63,228.98,225.16,225.41,14835157,NFLX,2.5709865307608437,215.08571428571432,215.6525,202.1972,163.81185,213.7469729293241,1.7039436303128943,224.8237086673991,206.4812913326009,18.3424173347982,3.819999999999993,13695420.9,1.0832202316615183,64.7313296903461,13.829999999999984,32.66999999999999,2017,10,4,3,0,0,-2.7904706978394866,0
2017-10-13,217.0,221.78,213.07,219.12,22935762,NFLX,-2.7904706978394866,215.98,215.81799999999998,203.12760000000003,164.1675,214.25868979319802,1.8309217637563977,225.11970918079757,206.5162908192024,18.603418361595175,8.710000000000008,13937178.45,1.6456531773832601,58.425811755034964,6.200000000000017,24.700000000000017,2017,10,4,4,0,0,-1.8209200438116135,0
2017-10-16,213.8,215.96,211.21,215.13,11870046,NFLX,-1.8209200438116135,216.1885714285714,215.58650000000003,204.0232,164.50400000000002,214.34167171765534,1.8305170729522984,224.70375553118794,206.46924446881212,18.234511062375816,4.75,14338564.3,0.8278406227881545,49.68840880764436,-0.14000000000001478,16.659999999999997,2017,10,4,0,0,0,1.3805605912703856,1
2017-10-17,215.55,223.45,212.92,218.1,7768424,NFLX,1.3805605912703856,217.51571428571427,215.3605,204.8288,164.82655,214.69960774454532,1.8337668779668872,223.9526224018484,206.7683775981516,17.1842448036968,10.530000000000001,14097876.0,0.5510350637216557,51.110213968510294,6.489999999999981,19.049999999999983,2017,10,4,1,0,0,1.3801008711600282,1
2017-10-18,220.94,222.47,217.57,221.11,21035758,NFLX,1.3801008711600282,218.96285714285713,215.2745,205.6478,165.14794999999998,215.31012129268385,1.8627488282475202,223.58153056705757,206.9674694329424,16.61406113411516,4.900000000000006,14612496.75,1.4395731516586991,60.110333121154255,8.25,15.160000000000025,2017,10,4,2,0,0,1.379403916602584,1
2017-10-19,223.09,224.75,218.42,224.16,12509388,NFLX,1.379403916602584,220.39857142857142,215.52100000000002,206.61260000000001,165.48955,216.1529668838568,1.8482413550251944,224.58071975864524,206.46128024135479,18.11943951729046,6.3300000000000125,14382156.25,0.8697852938428478,61.506961506961524,10.490000000000009,18.879999999999995,2017,10,4,3,0,0,8.739293361884371,1
2017-10-20,244.32,248.06,243.37,243.75,13531544,NFLX,8.739293361884371,223.82571428571427,217.08499999999998,207.9088,165.9166,218.78125575206093,2.5315483835508084,232.49872525756544,201.67127474243452,30.82745051513092,4.689999999999998,12854532.0,1.0526671838383537,71.5496368038741,34.94,25.620000000000005,2017,10,4,4,0,0,1.5015384615384653,1
2017-10-23,246.21,252.05,245.1,247.41,10349953,NFLX,1.5015384615384653,226.96857142857144,218.90949999999998,209.3454,166.36684999999997,221.50780282329322,2.513465364377493,239.137366630492,198.68163336950795,40.45573326098406,6.950000000000017,12723020.75,0.8134823642412121,77.08837772397095,36.43000000000001,25.710000000000008,2017,10,4,0,0,0,2.748474192635708,1
2017-10-24,252.99,254.66,249.69,254.21,19547400,NFLX,2.748474192635708,231.98142857142858,220.8485,210.84759999999997,166.85600000000002,224.6222977925034,2.533800491971318,246.40489895150213,195.29210104849787,51.112797903004264,4.969999999999999,13541661.35,1.4435008744329587,78.8636046349295,40.099999999999994,36.129999999999995,2017,10,4,1,0,0,2.3484520671885445,1
2017-10-25,261.69,266.09,257.44,260.18,23849307,NFLX,2.3484520671885445,238.41714285714286,223.00750000000002,212.368,167.36769999999996,228.0087456217888,2.5551536565228377,253.92775592254546,192.08724407745459,61.84051184509087,8.649999999999977,14395445.8,1.6567258375562082,80.28389113165778,40.420000000000016,46.68000000000001,2017,10,4,2,0,0,1.6757629333538304,1
2017-10-26,261.68,268.19,256.56,264.54,16196706,NFLX,1.6757629333538304,245.0514285714286,225.6555,214.03239999999997,167.93134999999998,231.48791270542796,2.4266670371036456,261.18286023493823,190.12813976506172,71.05472046987651,11.629999999999995,14244337.9,1.137062748279792,86.52510158605322,39.130000000000024,48.22000000000003,2017,10,4,3,0,0,-0.4498374536932026,0
2017-10-27,265.89,266.82,260.2,263.35,23571084,NFLX,-0.4498374536932026,251.08571428571426,228.17700000000005,215.5862,168.51495000000003,234.52239720967293,2.450782018824804,266.9121096551942,189.44189034480593,77.47021931038825,6.6200000000000045,15196375.5,1.5510990762238008,84.76961890851149,44.23000000000002,47.54000000000002,2017,10,4,4,0,0,1.9138029238655596,1
2017-10-30,270.66,272.05,266.16,268.39,15085332,NFLX,1.9138029238655596,257.4042857142857,230.833,217.1972,169.12995000000004,237.74788318970408,2.4575964732950375,272.9764877781274,188.6895122218726,84.28697555625482,5.889999999999986,15165259.2,0.9947295856308214,85.14633514633515,53.25999999999999,48.629999999999995,2017,10,4,0,0,0,-1.4605611237378247,0
2017-10-31,265.53,269.42,261.12,264.47,4591711,NFLX,-1.4605611237378247,260.36428571428576,233.47600000000003,218.6516,169.7387,240.29284669544657,2.443581759028782,277.14596915863007,189.80603084137002,87.33993831726005,8.300000000000011,15007893.6,0.305953061927358,79.61319380050342,46.37000000000003,41.85000000000002,2017,10,4,1,0,0,-0.28358604000453536,0
2017-11-01,264.31,266.46,263.4,263.72,21406069,NFLX,-0.28358604000453536,262.69428571428574,236.019,219.92039999999997,170.33594999999997,242.52400415302307,2.4618424105693504,280.54907872863976,191.48892127136025,89.0601574572795,3.0600000000000023,15551805.2,1.3764362866376438,77.13557161070977,42.610000000000014,40.890000000000015,2017,11,4,2,0,0,-0.8266343091157258,0
2017-11-02,264.0,270.21,258.84,261.54,5058721,NFLX,-0.8266343091157258,263.74142857142857,238.4125,221.1566,170.9339,244.3350513765447,2.4951137533920993,283.0305854881906,193.7944145118094,89.23617097638117,11.370000000000005,14938192.1,0.3386434560578452,81.90433212996393,37.380000000000024,42.31000000000003,2017,11,4,3,0,0,0.42058576126020597,1
2017-11-03,260.65,268.06,256.46,262.64,21737607,NFLX,0.42058576126020597,264.09285714285716,241.10399999999998,222.4706,171.55669999999998,246.07837981687376,2.3763685526309475,284.68563466415526,197.5223653358447,87.16326932831055,11.600000000000023,14984547.15,1.450668263938827,87.35650259474764,18.889999999999986,50.16999999999999,2017,11,4,4,0,0,5.34191288455681,1
2017-11-06,273.87,283.48,272.1,276.67,18733562,NFLX,5.34191288455681,265.8257142857143,244.38849999999996,224.132,172.22460000000004,248.99186745336198,2.5513297761211176,288.31111341807406,200.46588658192587,87.84522683614819,11.379999999999995,15539948.5,1.2055099152999122,89.22973878097794,29.26000000000002,65.75000000000003,2017,11,4,0,0,0,-3.878266526909324,0
2017-11-07,264.28,267.87,258.75,265.94,24434664,NFLX,-3.878266526909324,266.1957142857143,246.98000000000002,225.6384,172.83965,250.60597531494653,2.810073413795832,289.4734496500083,204.48655034999172,84.9868993000166,9.120000000000005,15944766.2,1.5324567129745685,77.21257739468254,11.72999999999999,50.50999999999999,2017,11,4,1,0,0,1.7522749492366874,1
2017-11-08,272.51,279.13,266.33,270.6,10392367,NFLX,1.7522749492366874,266.51142857142855,249.522,227.23440000000002,173.47414999999998,252.51016814209447,2.7918946620242195,291.23476144501,207.80923855498997,83.42552289002003,12.800000000000011,15972028.1,0.6506604505660744,77.64944034293882,10.420000000000016,53.60000000000002,2017,11,4,2,0,0,-3.3148558758314906,0
2017-11-09,258.7,264.59,254.39,261.63,7076773,NFLX,-3.3148558758314906,266.10571428571427,251.333,228.6122,174.08360000000002,253.3787235571331,2.93332607232473,291.7633284285695,210.9026715714305,80.86065685713899,10.199999999999989,15584108.9,0.4541018703995324,62.1864776444929,-2.910000000000025,50.04999999999998,2017,11,4,3,0,0,-0.802660245384712,0
2017-11-10,260.04,262.47,255.73,259.53,18486047,NFLX,-0.802660245384712,265.50714285714287,253.3535,229.91440000000003,174.68825,253.9645594088347,2.8378216558539395,290.9448468626392,215.76215313736077,75.18269372527845,6.7400000000000375,15361623.15,1.2033915179074028,58.44011142061279,-3.82000000000005,46.609999999999985,2017,11,4,4,0,0,2.6355334643394013,1
2017-11-13,269.54,270.14,264.71,266.37,8393333,NFLX,2.6355334643394013,266.19714285714286,255.9155,231.27239999999998,175.32275,255.14602994132662,2.7885176705071104,289.28547041147993,222.5455295885201,66.73994082295982,5.430000000000007,15187787.5,0.5526369788884655,58.46325167037861,-2.019999999999982,51.099999999999994,2017,11,4,0,0,0,0.3791718286593859,1
2017-11-14,269.67,270.28,263.8,267.38,16482663,NFLX,0.3791718286593859,266.87428571428575,258.3795,232.639,175.97735,256.31116994691456,2.792392698272059,286.9208188755842,229.8381811244158,57.08263775116839,6.479999999999961,15623499.45,1.0549917483435505,55.38277511961721,2.909999999999968,55.76999999999998,2017,11,4,1,0,0,-2.1392774328670705,0
2017-11-15,261.8,266.41,260.11,261.66,7512121,NFLX,-2.1392774328670705,264.73,260.40700000000004,233.7532,176.59505,256.8205823329227,2.8806547128695876,282.9267626424785,237.88723735752163,45.03952528495685,6.300000000000011,14947317.6,0.5025731841009387,47.88980070339977,-2.0600000000000023,48.80000000000001,2017,11,4,2,0,0,-1.3414354505847492,0
2017-11-16,255.45,261.25,252.6,258.15,9908008,NFLX,-1.3414354505847492,263.6171428571428,262.1065,234.81060000000002,177.20175,256.947193539311,2.9200071473482065,276.9204099284524,247.29259007154758,29.627819856904807,8.650000000000006,14817248.6,0.6686806888021033,46.31519274376414,-3.390000000000043,44.47999999999999,2017,11,4,3,0,0,1.735425140422242,1
2017-11-17,264.72,266.42,258.22,262.63,11447680,NFLX,1.735425140422242,262.4785714285714,263.0505,235.70059999999998,177.83265000000003,257.48841320223374,2.255562773963587,275.0845472694804,251.01645273051957,24.06809453896085,8.199999999999989,14713055.4,0.7780627265224598,45.88571428571429,-0.009999999999990905,53.81999999999999,2017,11,4,4,0,0,-1.3745573620683182,0
2017-11-20,259.64,263.72,257.58,259.02,14864040,NFLX,-1.3745573620683182,262.10571428571427,263.631,236.447,178.45195,257.6342786115448,2.273104404711925,273.3941636373874,253.86783636261254,19.52632727477487,6.140000000000043,14938759.75,0.9949982628243285,46.08982637394172,-17.650000000000034,48.03999999999999,2017,11,4,0,0,0,0.7142305613466293,1
2017-11-21,258.46,262.71,253.47,260.87,23660553,NFLX,0.7142305613466293,262.29714285714283,263.96400000000006,237.30280000000002,179.05035,257.94244255330244,2.1999463665118872,272.7828444164745,255.1451555835256,17.637688832948925,9.23999999999998,15144417.4,1.5623283732261632,47.98700381409803,-5.069999999999993,46.75999999999999,2017,11,4,1,0,0,0.33349944416758426,1
2017-11-22,259.19,265.63,254.11,261.74,8900726,NFLX,0.33349944416758426,261.6357142857143,264.04200000000003,238.26760000000002,179.65064999999998,258.30411469108316,2.1393820958651055,272.74678295626416,255.3372170437359,17.40956591252825,11.519999999999982,14396988.35,0.6182352714066064,50.14392630972941,-8.860000000000014,41.98000000000002,2017,11,4,2,0,0,-1.2034843738060852,0
2017-11-23,261.14,263.65,255.26,258.59,21941059,NFLX,-1.2034843738060852,260.38,263.7445,239.113,180.24904999999998,258.33134186336093,2.1211288427552946,272.7781108651544,254.71088913484562,18.067221730308802,8.389999999999986,14684206.0,1.4941944426549179,47.16901999161191,-3.0400000000000205,33.17999999999998,2017,11,4,3,0,0,4.961522100622617,1
2017-11-24,272.52,278.18,266.33,271.42,22539810,NFLX,4.961522100622617,261.77428571428567,264.148,240.2252,180.8964,259.577880733517,2.3999471424321333,273.80670777016013,254.48929222983995,19.317415540320184,11.850000000000023,14632642.3,1.540378664214323,46.267595620645544,11.890000000000043,52.30000000000001,2017,11,4,4,0,0,1.6321568049517454,1
2017-11-27,278.03,283.78,269.01,275.85,15423549,NFLX,1.6321568049517454,264.30285714285714,264.521,241.347,181.5824,261.12760637794395,2.3900324574156313,275.3720506888738,253.66994931112623,21.702101377747567,14.769999999999982,14649553.15,1.0528340927586586,57.738560049976556,9.480000000000018,60.72000000000003,2017,11,4,0,0,0,-4.230560087003809,0
2017-11-28,266.58,269.9,261.68,264.18,23978606,NFLX,-4.230560087003809,264.5242857142857,264.5065,242.1782,182.20425,261.4183105324255,2.5631234850871008,275.3586126247809,253.6543873752191,21.7042252495618,8.21999999999997,15618897.9,1.535230344261358,45.481418918918926,-3.1999999999999886,46.08000000000001,2017,11,4,1,0,0,0.6435006435006496,1
2017-11-29,266.33,268.84,262.49,265.88,11778570,NFLX,0.6435006435006496,265.5042857142857,264.6145,243.03920000000002,182.86225,261.8432333388612,2.565620493929989,275.47664377405755,253.75235622594246,21.724287548115086,6.349999999999966,15137522.95,0.7781041877792827,53.332287909675394,4.21999999999997,44.76999999999998,2017,11,4,2,0,0,-1.2298781405145065,0
2017-11-30,262.72,265.27,258.86,262.61,19092709,NFLX,-1.2298781405145065,265.7528571428571,264.668,243.9068,183.52110000000002,261.9162587351601,2.5746220704266882,275.4767929118104,253.8592070881896,21.61758582362077,6.409999999999968,15839222.35,1.2054069687329063,52.37141977209734,4.460000000000036,38.45000000000002,2017,11,4,3,0,0,2.1134000990061352,1
2017-12-01,267.71,273.61,267.23,268.16,23255115,NFLX,2.1134000990061352,266.67,264.944,245.0206,184.20245000000003,262.510900760383,2.614896646911582,275.8164691428872,254.07153085711286,21.74493828577431,6.3799999999999955,15915097.75,1.461198376868279,51.40612725844463,5.53000000000003,24.410000000000025,2017,12,4,4,0,0,-1.517750596658729,0
2017-12-04,262.93,266.44,259.96,264.09,7131279,NFLX,-1.517750596658729,267.4557142857143,264.315,246.084,184.85029999999998,262.66129116415607,2.3305958943645075,273.68255543013856,254.94744456986143,18.735110860277132,6.480000000000018,15334983.6,0.4650333633222797,47.534102833158435,5.069999999999993,16.67999999999998,2017,12,4,0,0,0,-0.02271952743383432,0
2017-12-05,263.62,265.62,262.49,264.03,12331137,NFLX,-0.02271952743383432,266.40000000000003,264.2195,247.05599999999998,185.49285,262.7916443866174,2.164440930687887,273.55619495225454,254.88280504774542,18.673389904509122,3.1299999999999955,14729807.25,0.8371553538149659,51.94103194103189,3.159999999999968,9.819999999999965,2017,12,4,1,0,0,1.3445441805855385,1
2017-12-06,269.34,270.16,261.79,267.58,16346122,NFLX,1.3445441805855385,265.2185714285714,264.0685,248.06759999999997,186.15240000000003,263.2476782545586,2.1487944398875456,273.0620890031606,255.07491099683935,17.987178006321273,8.370000000000005,15027495.0,1.0877476252695475,57.718120805369104,5.839999999999975,7.399999999999977,2017,12,4,2,0,0,2.1414156513939853,1
2017-12-07,273.97,277.32,270.21,273.31,15328616,NFLX,2.1414156513939853,266.5228571428571,264.65250000000003,249.3022,186.84265,264.2059946112673,2.0546634401376638,274.4594789865168,254.84552101348328,19.613957973033507,7.110000000000014,15440087.15,0.9927804066831319,58.56592877767081,14.720000000000027,8.769999999999982,2017,12,4,3,0,0,-2.4184991401705047,0
2017-12-08,269.21,272.6,265.59,266.7,12975746,NFLX,-2.4184991401705047,266.64,265.011,250.37779999999998,187.51945,264.4435189340037,2.1282141483292354,274.5500806133109,255.47191938668914,19.078161226621773,7.010000000000048,15164572.1,0.8556618620317021,55.87695133149677,-4.720000000000027,3.349999999999966,2017,12,4,4,0,0,-0.5061867266591524,0
2017-12-11,264.99,270.97,262.07,265.35,5086172,NFLX,-0.5061867266591524,267.03142857142853,264.96,251.37939999999998,188.19755,264.52985046409856,2.050223138553667,274.4793741501425,255.44062584985744,19.03874830028508,8.900000000000034,14999214.05,0.33909590082821706,53.454657618753856,-10.5,-3.0399999999999636,2017,12,4,0,0,0,-0.8177878273977868,0
2017-12-12,263.85,265.52,261.13,263.18,4365265,NFLX,-0.8177878273977868,266.32,264.75,252.41080000000002,188.8691,264.40129327704153,2.056056408882225,274.2298156766381,255.2701843233619,18.959631353276222,4.389999999999986,14393344.15,0.30328358403074795,51.088599939522226,-1.0,-1.2900000000000205,2017,12,4,1,0,0,-1.2120981837525635,0
2017-12-13,260.81,263.45,255.81,259.99,6242222,NFLX,-1.2120981837525635,265.7342857142857,264.6665,253.3534,189.50735,263.98117010779947,2.0167628536591673,274.28925652595296,255.043743474047,19.24551305190596,7.639999999999986,14329849.2,0.4356097480774606,51.05772136597162,-5.889999999999986,-3.730000000000018,2017,12,4,2,0,0,4.119389207277191,1
2017-12-14,271.29,276.83,264.53,270.7,12710622,NFLX,4.119389207277191,266.6871428571429,265.294,254.49399999999997,190.19175000000004,264.62105866896144,2.189659891394529,274.76307520632463,255.8249247936753,18.93815041264932,12.300000000000011,14469979.9,0.8784132450660833,49.43802684982826,8.089999999999975,9.159999999999968,2017,12,4,3,0,0,1.1193202807536107,1
2017-12-15,275.06,280.78,269.9,273.73,11677177,NFLX,1.1193202807536107,267.5657142857143,265.849,255.79240000000001,190.91494999999998,265.4885768909651,2.1720777558178304,275.9413084835031,255.75669151649686,20.184616967006264,10.879999999999995,14481454.75,0.8063538644140706,48.30833067347591,5.569999999999993,11.090000000000032,2017,12,4,4,0,0,-2.5499579877982015,0
2017-12-18,265.07,269.48,260.95,266.75,18703721,NFLX,-2.5499579877982015,266.62857142857143,266.2355,256.9078,191.5963,265.6087124251589,2.2328145832386204,275.80517463561074,256.66582536438926,19.139349271221477,8.53000000000003,14673438.8,1.2746651452964113,52.21666379161634,2.660000000000025,-9.920000000000016,2017,12,4,0,0,0,2.2492970946579094,1
2017-12-19,272.83,276.11,271.61,272.75,23033721,NFLX,2.2492970946579094,267.49285714285713,266.82949999999994,258.0806,192.3109,266.2888350513342,2.2784005076505194,276.47142702948827,257.1875729705116,19.283854058976658,4.5,14642097.2,1.5731162473091629,55.516299983940904,8.720000000000027,6.810000000000002,2017,12,4,1,0,0,4.905591200733261,1
2017-12-20,283.41,288.5,277.98,286.13,121222089,NFLX,4.905591200733261,270.4614285714286,268.049,259.408,193.09980000000004,268.17846980835003,2.5055379313305712,280.6852451118275,255.41275488817243,25.27249022365507,10.519999999999982,20258165.35,5.983863143855719,66.24758220502898,18.55000000000001,15.529999999999973,2017,12,4,2,0,0,2.5023590675567142,1
2017-12-21,292.47,300.14,291.95,293.29,16545406,NFLX,2.5023590675567142,274.7628571428572,269.784,260.7656,193.91355,270.57004411231674,2.5118145629161175,285.9794228751561,253.58857712484388,32.390845750312224,8.189999999999998,19988382.7,0.8277511116494684,66.98202459791861,19.980000000000018,31.660000000000025,2017,12,4,3,0,0,-3.12318865286918,0
2017-12-22,284.04,285.22,283.47,284.13,6776764,NFLX,-3.12318865286918,278.2114285714286,270.41949999999997,262.06579999999997,194.66435,271.86146848257226,2.432652958094408,287.8366101294969,253.00238987050307,34.83422025899381,1.75,19200230.4,0.3529522229066585,62.67071320182094,17.430000000000007,24.600000000000023,2017,12,4,4,0,0,-0.8446837715130329,0
2017-12-25,282.76,289.38,276.36,281.73,21292754,NFLX,-0.8446837715130329,279.78714285714284,270.7135,263.39779999999996,195.38705,272.80132862708916,2.4219902995570632,288.7055921518279,252.72140784817213,35.98418430365575,13.019999999999982,19493690.65,1.0922895198401028,60.86956521739132,16.379999999999995,15.360000000000014,2017,12,4,0,0,0,3.020622581904653,1
2017-12-26,293.37,298.48,285.4,290.24,19635015,NFLX,3.020622581904653,282.1457142857143,272.0165,264.8406,196.16260000000003,274.4621544721283,2.272483399049001,291.71041813679574,252.32258186320428,39.38783627359146,13.080000000000041,19276511.1,1.0185979661018636,63.116462144014825,27.060000000000002,22.860000000000014,2017,12,4,1,0,0,-1.336824696802641,0
2017-12-27,287.05,291.0,285.36,286.36,14788510,NFLX,-1.336824696802641,284.94714285714286,273.04049999999995,266.1456,196.92100000000002,275.5952826176399,2.3085673968562674,293.50560403486276,252.57539596513712,40.93020806972564,5.639999999999986,19427008.1,0.7612345618983913,57.719152963444934,26.370000000000005,24.69999999999999,2017,12,4,2,0,0,1.2012850956837573,1
2017-12-28,291.5,292.02,289.28,289.8,24626882,NFLX,1.2012850956837573,287.3828571428572,274.4,267.4584,197.68935000000002,276.94811284453135,2.282262074200907,295.5486866582368,253.25131334176316,42.29737331647365,2.740000000000009,19703716.75,1.2498597250693833,64.19616519174042,19.100000000000023,31.650000000000034,2017,12,4,3,0,0,1.9323671497584405,1
2017-12-29,295.45,299.11,291.16,295.4,23176834,NFLX,1.9323671497584405,288.70714285714286,275.76200000000006,268.4914,198.46869999999998,278.70543543076644,2.2759534024593773,298.65525122342416,252.86874877657596,45.7865024468482,7.949999999999989,19699802.7,1.1765008184574357,67.55051979908886,21.66999999999996,32.76999999999998,2017,12,4,4,0,0,-1.8178740690589001,0
2018-01-01,290.96,294.1,285.01,290.03,23181845,NFLX,-1.8178740690589001,288.24142857142857,277.059,269.3438,199.22615,279.78396538974107,2.2909619913752532,300.10666493480915,254.01133506519093,46.09532986961821,9.090000000000032,20502331.0,1.1306931392337778,65.11654093007542,23.279999999999973,31.00999999999999,2018,1,1,0,0,0,0.0896458987001525,1
